Date,BB,close,NATR,rsi,profit,pct_change
2010-01-25,-0.737176641846457,8.069999694824219,5.080543108511765,27.423818982558856,6.939286750851581,1.0
2010-01-26,-0.5513143789445832,8.09000015258789,4.935544075746196,27.85427428791327,10.25957859148554,1.0
2010-01-27,-0.3397218699379967,8.1899995803833,4.797411916808747,30.086993923171,9.279612549702554,1.0
2010-01-28,-0.5303136865292237,7.880000114440918,5.119474334623669,27.269582986508993,13.32487532342328,1.0
2010-01-29,-0.7471414886708526,7.460000038146973,5.787427943679821,23.991619777434806,19.5710459876838,1.0
2010-02-01,-0.1079690899041398,7.980000019073486,5.4893014811579475,34.491031806156975,17.794481153668663,1.0
2010-02-02,-0.05444681137170946,7.909999847412109,5.377101060062648,33.81389080995743,22.250319378421345,1.0
2010-02-03,-0.2706847850131371,7.809999942779541,5.239869000037472,32.82253356053915,20.23047902841466,1.0
2010-02-04,-1.003060239152284,7.190000057220459,5.990501636119928,27.449224437838716,26.703749432222246,1.0
2010-02-05,-0.5715981324972621,7.349999904632568,5.820526596735287,30.60642123040875,26.66667401925786,1.0
2010-02-08,-0.3622223604367355,7.420000076293945,5.681086548025819,32.00063280740562,27.358486685961214,1.0
2010-02-09,-0.07972531520961794,7.539999961853027,5.399749866996359,34.432632720815654,22.413787651637683,1.0
2010-02-10,0.06658501480665219,7.639999866485596,5.191506281575781,36.471689990194875,18.193715847864222,1.0
2010-02-11,0.5238018443586246,7.840000152587891,4.971031371442173,40.45980474942554,15.051024007777315,1.0
2010-02-12,0.6127082491703397,7.869999885559082,4.9160240114150735,41.05752799486787,15.75603289897729,1.0
2010-02-16,0.8088362474950893,8.0600004196167,4.6965475671749415,44.83479140778089,15.012406639608034,1.0
2010-02-17,0.6137915767154578,8.029999732971191,4.60864856913176,44.35148984904259,15.442101693989297,1.0
2010-02-18,0.355302522242892,7.949999809265137,4.511202371915782,43.019766089016365,17.861636608330976,1.0
2010-02-19,0.21234128335747113,7.929999828338623,4.352663703458727,42.674779736156765,20.176544000856268,1.0
2010-02-22,-0.010294013570394939,7.900000095367432,4.210814588458549,42.129037087227324,18.354433779723323,1.0
2010-02-23,-0.7648965334365518,7.789999961853027,4.19448620663176,40.10385874245316,24.005133436666416,1.0
2010-02-24,0.5759251011794704,8.050000190734863,4.061895698965374,46.633852894402764,17.01863171551079,1.0
2010-02-25,-0.34469137009418405,7.889999866485596,4.237528819543608,43.49153242707358,17.87072684549129,1.0
2010-02-26,-0.13819811860180523,7.909999847412109,4.177743846586797,43.999498253577215,19.089763059551235,1.0
2010-03-01,1.0868030243579974,8.210000038146973,4.033386154185646,51.1002486897787,16.443366323959552,1.0
2010-03-02,1.0142862273843334,8.380000114440918,4.00173315851722,54.61231443575411,18.019095563969188,1.0
2010-03-03,0.6844882824769118,8.350000381469727,3.960212496740144,53.87693442667376,21.676639320390013,1.0
2010-03-04,0.7435053950261674,8.5,3.7973202761608302,56.995082971180636,15.4117696425494,1.0
2010-03-05,0.7416325170989224,8.609999656677246,3.663546829496917,59.1747652088343,11.265973353164437,1.0
2010-03-08,0.6063647559395179,8.640000343322754,3.538861594039399,59.77360511291854,13.07870450855033,1.0
2010-03-09,0.48041212222409907,8.630000114440918,3.505089156945297,59.46051157000832,13.325603746006154,1.0
2010-03-10,0.9475626803674386,8.920000076293945,3.5492949546866583,65.15977009048056,10.538111797571293,1.0
2010-03-11,0.7892709629859179,8.949999809265137,3.4922288801210852,65.69701966374588,9.050284210935722,1.0
2010-03-12,0.5771163342238057,8.930000305175781,3.3620288074792803,64.97766069897254,11.64613579296574,1.0
2010-03-15,0.4570019512333389,8.920000076293945,3.2454988467717576,64.59678236020586,7.399101365101379,1.0
2010-03-16,1.078640316009179,9.399999618530273,3.2397269513116758,72.82938621399032,1.5957508328925174,1.0
2010-03-17,0.9902688795081569,9.670000076293945,3.17546631150215,76.18419728685424,0.5170650500555762,1.0
2010-03-18,0.4465926823523958,9.390000343322754,3.3484546007548466,66.95190851683064,-3.407887505841123,-1.0
2010-03-19,-0.09473863633524388,9.109999656677246,3.4479052158194397,59.22295461518129,1.9758541378632088,1.0
2010-03-22,0.1942212557864433,9.3100004196167,3.5394763834955634,62.54865003117342,-6.766918217462936,-1.0
2010-03-23,0.358988580397575,9.449999809265137,3.4118126178120005,64.71785631973901,-9.206348181151302,-1.0
2010-03-24,-0.18798917978040677,9.229999542236328,3.4370932801865304,58.9405025553529,-10.400857335688007,-1.0
2010-03-25,-0.7754634793467254,9.029999732971191,3.594500300073902,54.203303330007735,-7.19822411685056,-1.0
2010-03-26,-0.6078927111970361,9.020000457763672,3.5631796658981543,53.969752259127766,-0.3326018306316847,-1.0
2010-03-29,-0.3132782721230916,9.109999656677246,3.417111654398614,55.81512680894972,-0.43907753414358375,-1.0
2010-03-30,0.2808154871275908,9.270000457763672,3.264666782981026,58.96480317717714,2.3732395090686476,1.0
2010-03-31,0.2119368047234598,9.270000457763672,3.2703416480233285,58.96480317717714,1.618118782342104,1.0
2010-04-01,0.5207972238542635,9.369999885559082,3.210160443794981,60.98091282910748,-6.08324121436431,-1.0
2010-04-05,0.9268402925374002,9.529999732971191,3.0582345821100074,64.02634499351059,-7.135355409810273,-1.0
2010-04-06,0.3173506987274671,9.350000381469727,3.1618380263929367,58.49504794940972,-9.946526922275856,-1.0
2010-04-07,0.8683152887710182,9.65999984741211,3.270640543813962,64.22695192389433,-12.31883643043844,-1.0
2010-04-08,0.15015200842885712,9.420000076293945,3.364627098734998,57.5953153858682,-14.118895041764256,-1.0
2010-04-09,-0.37467074833036174,9.300000190734863,3.3950249451304786,54.561796169389524,-9.677425309100707,-1.0
2010-04-12,0.020961102703684068,9.420000076293945,3.286764293277295,57.00075836727224,-14.118895041764256,-1.0
2010-04-13,0.4785441888265973,9.5600004196167,3.1866192244935436,59.71741176591735,-14.748961707084929,-1.0
2010-04-14,1.0459155542909935,9.890000343322754,3.1563846899690113,65.28492178311485,-16.885743360175386,-1.0
2010-04-15,1.0147697212794673,10.15999984741211,3.099102524443314,69.05358861130965,-13.38582359352748,-1.0
2010-04-16,0.2925337429134493,9.8100004196167,3.5556242214815326,59.96572615779709,-12.640169946505775,-1.0
2010-04-19,-0.11564703978985483,9.579999923706055,3.7909991014333504,54.856558313260486,-15.031310979658464,-1.0
2010-04-20,0.16184002034993364,9.770000457763672,3.619908252118039,58.03725118146485,-12.589564363154482,-1.0
2010-04-21,0.07885207760004641,9.779999732971191,3.6646551999173114,58.204152048484616,-11.145196138535528,-1.0
2010-04-22,0.1666068471580192,9.859999656677246,3.7012767901540533,59.5889935335448,-17.748479319823208,-1.0
2010-04-23,-0.21655169673851554,9.760000228881836,3.65507633731188,57.04465717302715,-21.00409982233907,-1.0
2010-04-26,0.41983137368383827,9.970000267028809,3.6449066044853256,60.82732531785555,-22.066200874415067,-1.0
2010-04-27,-0.7446309940094455,9.579999923706055,3.917509920288411,51.71859097301058,-20.563672295203418,-1.0
2010-04-28,-0.647140299278952,9.550000190734863,3.9856892436112505,51.084883532115335,-16.125653728751665,-1.0
2010-04-29,-0.11204124632627699,9.720000267028809,3.8052856369415466,54.48805570889942,-16.46090882216418,-1.0
2010-04-30,-1.1478015073337335,9.069999694824219,4.306472747156661,42.35446510501886,-8.710032948555002,-1.0
2010-05-03,-0.5548111261058475,9.289999961853027,4.180963804650444,46.682142399765546,-5.05920633970659,-1.0
2010-05-04,-0.9853961664772568,8.680000305175781,4.7723418056666045,38.13366434521719,2.534554212207918,1.0
2010-05-05,-0.7813788918759288,8.579999923706055,4.924334389290178,36.93944224162596,3.846152991147278,1.0
2010-05-06,-0.8246569725957186,8.270000457763672,5.529972792212855,33.44300431253042,6.771456287123523,1.0
2010-05-07,-0.5516363461793493,8.380000114440918,5.706847925809033,35.76634651415379,5.011934016208142,1.0
